MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,SaleType,SaleCondition,SalePrice,SalePrice_log,NumberBath
RL,79.0,12798,None,IR1,HLS,Inside,ClearCr,1Fam,2Story,6,1997,1997,VinylSd,VinylSd,None,0,3,PConc,4,3,Gd,GLQ,462,Unf,154,616,4,Y,SBrkr,616,1072,1688,4,4,8,0,0,Attchd,1997,RFn,2,3,Y,403,114,None,WD,Normal,200000,12.206077645517674,2.5
RM,40.0,4800,None,Reg,Lvl,Inside,IDOTRR,1Fam,1Story,4,1916,1990,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,LwQ,197,Unf,999,1196,5,Y,FuseA,1196,0,1196,2,3,5,0,0,Detchd,1957,Unf,2,3,Y,0,0,None,WD,Normal,109900,11.60733523953139,1.0
RL,63.0,8199,None,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,2005,2005,WdShing,Wd Shng,None,0,4,PConc,4,3,Av,GLQ,648,Unf,80,728,5,Y,SBrkr,728,728,1456,3,4,7,1,4,Attchd,2005,Fin,2,3,Y,36,18,None,WD,Normal,189000,12.149507585033072,2.5
RL,107.0,13891,None,Reg,Lvl,Inside,NridgHt,1Fam,2Story,9,2008,2009,VinylSd,VinylSd,Stone,424,5,PConc,5,3,Gd,Unf,0,Unf,1734,1734,5,Y,SBrkr,1734,1088,2822,4,5,12,1,4,BuiltIn,2009,RFn,3,3,Y,52,170,None,New,Partial,582933,13.275829251377,3.5
RL,75.0,9000,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1954,1954,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,LwQ,812,Unf,124,936,3,Y,SBrkr,1128,0,1128,2,3,5,0,0,Attchd,1954,Unf,1,3,Y,0,0,GdWo,WD,Family,118000,11.678448377988165,1.0
RL,91.0,12274,None,IR1,Lvl,FR2,Somerst,1Fam,1Story,7,2008,2008,VinylSd,VinylSd,Stone,256,4,PConc,4,3,No,Unf,0,Unf,1417,1417,5,Y,SBrkr,1428,0,1428,3,5,6,0,0,Attchd,2008,RFn,2,3,Y,0,60,None,New,Partial,227680,12.335700805443338,2.0
RL,75.0,9750,None,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,1967,1967,VinylSd,VinylSd,None,0,3,PConc,3,3,Av,ALQ,400,Rec,100,980,4,Y,SBrkr,980,0,980,3,3,6,0,0,Attchd,1967,Fin,1,3,Y,68,0,None,WD,Normal,135500,11.816734299348461,2.0
RL,144.0,21384,None,Reg,Lvl,Inside,BrkSide,1Fam,2Story,5,1923,2004,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,Gd,GLQ,1309,Unf,15,1324,5,Y,SBrkr,1072,504,1576,3,4,6,1,3,Attchd,1923,RFn,2,3,Y,0,312,None,WD,Normal,223500,12.317171167298682,1.5
RL,85.0,13400,None,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,1966,1966,VinylSd,VinylSd,BrkFace,1047,3,CBlock,3,3,Av,ALQ,516,BLQ,380,1024,3,Y,SBrkr,1086,0,1086,3,3,6,1,4,Attchd,1966,RFn,2,3,Y,0,0,GdWo,WD,Normal,159950,11.982622797311857,1.0
RM,90.0,8100,None,Reg,Lvl,Corner,OldTown,1Fam,2.5Unf,5,1898,1965,AsbShng,AsbShng,None,0,3,PConc,3,3,No,Unf,0,Unf,849,849,3,N,FuseA,1075,1063,2138,2,3,11,0,0,Detchd,1910,Unf,2,2,N,40,156,MnPrv,WD,Normal,106000,11.571203807011969,2.0
RL,78.0,10140,None,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,1974,1999,HdBoard,HdBoard,BrkFace,99,3,CBlock,3,3,No,ALQ,663,LwQ,0,1040,2,Y,SBrkr,1309,0,1309,3,4,5,1,2,Attchd,1974,RFn,2,3,Y,265,0,GdPrv,WD,Normal,181000,12.10625783509458,1.5
RM,70.0,4438,None,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,169,4,PConc,4,3,Gd,GLQ,662,Unf,186,848,5,Y,SBrkr,848,0,848,1,4,4,1,4,Attchd,2004,Fin,2,3,Y,140,0,None,ConLD,Normal,144500,11.881041706925902,1.0
C (all),66.0,8712,None,Reg,Bnk,Inside,IDOTRR,1Fam,1Story,5,1952,1952,Wd Sdng,Wd Sdng,None,0,2,CBlock,3,3,Av,Unf,0,Unf,540,540,3,N,FuseA,1044,0,1044,2,2,4,0,0,Basment,1952,Unf,2,3,N,0,0,None,WD,Alloca,55993,10.932999821119937,1.0
RL,75.0,9750,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,1958,1958,MetalSd,MetalSd,BrkFace,243,3,CBlock,3,3,No,Rec,608,Unf,834,1442,4,Y,SBrkr,1442,0,1442,4,3,7,0,0,Attchd,1958,RFn,1,3,Y,0,0,None,COD,Normal,157900,11.969723533345908,1.5
RL,45.0,8248,Grvl,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,1918,1950,Stucco,Stucco,None,0,3,BrkTil,3,3,No,Unf,0,Unf,686,686,4,Y,SBrkr,686,564,1250,3,2,7,0,0,Detchd,1955,Unf,1,3,P,207,0,None,WD,Normal,116000,11.661354090741,1.5
RL,48.0,12137,None,IR2,Lvl,CulDSac,CollgCr,1Fam,1Story,7,1998,1998,VinylSd,VinylSd,BrkFace,442,3,PConc,4,3,No,Unf,0,Unf,1649,1649,5,Y,SBrkr,1661,0,1661,3,4,6,0,0,Attchd,1998,RFn,2,3,Y,0,34,None,WD,Normal,224900,12.323415584358154,2.0
RL,73.0,11425,None,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,1954,1954,BrkFace,BrkFace,None,0,3,CBlock,3,3,No,BLQ,486,Unf,522,1008,4,Y,SBrkr,1008,0,1008,2,3,4,1,4,Attchd,1954,RFn,1,3,Y,0,0,None,WD,Normal,137000,11.827743504053695,1.0
RL,73.0,13265,None,IR1,Lvl,CulDSac,Mitchel,1Fam,1Story,8,2002,2002,CemntBd,CmentBd,BrkFace,148,4,PConc,4,3,No,GLQ,1218,Unf,350,1568,5,Y,SBrkr,1689,0,1689,3,4,7,2,4,Attchd,2002,RFn,3,3,Y,150,59,None,WD,Normal,271000,12.509877789891931,2.0
RL,80.0,8816,None,Reg,Lvl,Inside,ClearCr,1Fam,SLvl,6,1971,1971,HdBoard,HdBoard,BrkFace,80,3,CBlock,3,3,Av,GLQ,504,Unf,506,1010,4,Y,SBrkr,1052,0,1052,3,3,6,0,0,Attchd,1971,Unf,2,3,Y,0,0,MnPrv,WD,Normal,155000,11.951186847493476,1.0
RL,44.0,6371,None,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,7,2009,2010,VinylSd,VinylSd,Stone,128,4,PConc,4,3,Mn,GLQ,733,Unf,625,1358,5,Y,SBrkr,1358,0,1358,2,4,6,1,4,Attchd,2010,RFn,2,3,Y,192,35,None,New,Partial,224000,12.319405795112926,2.0
RL,72.0,7226,None,IR1,Lvl,CulDSac,CollgCr,1Fam,2Story,7,2003,2003,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,798,798,5,Y,SBrkr,798,842,1640,3,4,6,0,0,Attchd,2003,RFn,2,3,Y,0,45,None,WD,Normal,183000,12.117246896289503,2.5
RM,60.0,6000,Pave,Reg,Bnk,Inside,OldTown,2fmCon,1Story,4,1953,1953,MetalSd,MetalSd,None,0,2,CBlock,2,3,No,Unf,0,Unf,936,936,3,N,SBrkr,936,0,936,2,3,4,0,0,Detchd,1974,Unf,2,3,Y,0,32,None,WD,Normal,93000,11.440365524765756,1.0
RL,65.0,12394,None,IR1,Lvl,Corner,Gilbert,1Fam,2Story,7,2003,2003,VinylSd,VinylSd,None,0,4,PConc,4,3,Gd,Unf,0,Unf,847,847,5,Y,SBrkr,847,886,1733,3,4,7,1,4,BuiltIn,2003,Fin,2,3,Y,100,48,None,WD,Family,225000,12.323860125621126,2.5
RL,60.0,9900,None,Reg,Lvl,Inside,SWISU,1Fam,1.5Fin,6,1940,1950,VinylSd,VinylSd,None,0,3,BrkTil,3,3,No,Unf,0,Unf,778,778,3,Y,SBrkr,944,545,1489,3,3,7,1,4,Detchd,1940,Unf,1,3,Y,335,0,GdWo,WD,Normal,139500,11.845827048676645,2.0
FV,81.0,11216,None,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,2006,2006,VinylSd,VinylSd,None,0,4,PConc,4,4,No,Unf,0,Unf,1489,1489,5,Y,SBrkr,1489,0,1489,3,4,7,1,4,Attchd,2006,RFn,2,3,Y,0,140,None,New,Partial,232600,12.357079818283598,2.0
RL,114.0,14803,None,Reg,Lvl,Inside,NridgHt,1Fam,1Story,10,2007,2008,CemntBd,CmentBd,BrkFace,816,5,PConc,5,3,Av,GLQ,1636,Unf,442,2078,5,Y,SBrkr,2084,0,2084,2,5,7,1,4,Attchd,2007,Fin,3,3,Y,188,45,None,New,Partial,385000,12.861001210669146,2.0
RM,50.0,6130,None,Reg,Lvl,Inside,BrkSide,1Fam,1.5Unf,5,1924,1950,MetalSd,MetalSd,None,0,3,BrkTil,3,3,No,ALQ,784,Unf,0,784,4,Y,SBrkr,784,0,784,2,4,5,0,0,None,0,None,0,0,Y,0,0,None,WD,Normal,109500,11.603688960617083,1.0
RL,65.0,8529,None,IR1,Lvl,Inside,SawyerW,1Fam,1Story,7,2001,2001,VinylSd,VinylSd,None,0,4,PConc,4,3,No,GLQ,20,Unf,1434,1454,5,Y,SBrkr,1434,0,1434,3,4,6,1,3,Attchd,2001,RFn,2,3,Y,290,39,None,WD,Normal,189000,12.149507585033072,2.0
RL,80.0,28698,None,IR2,Low,CulDSac,ClearCr,1Fam,2Story,5,1967,1967,Plywood,Plywood,None,0,3,PConc,3,4,Gd,LwQ,249,ALQ,0,1013,3,Y,SBrkr,1160,966,2126,3,3,7,0,0,Attchd,1967,Fin,2,3,Y,486,0,None,WD,Abnorml,185000,12.128116509451258,2.5
FV,24.0,2544,Pave,Reg,Lvl,Inside,Somerst,Twnhs,2Story,7,2005,2005,MetalSd,MetalSd,None,0,4,PConc,4,3,No,Unf,0,Unf,600,600,5,Y,SBrkr,520,623,1223,2,4,4,0,0,Detchd,2005,RFn,2,3,Y,0,166,None,WD,Normal,147400,11.900912042974875,2.5
RL,80.0,11900,None,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,1957,1957,HdBoard,HdBoard,BrkFace,387,3,CBlock,3,3,No,Rec,1040,Unf,352,1392,3,Y,FuseA,1392,0,1392,3,3,6,2,4,Attchd,1957,RFn,2,3,Y,0,0,None,WD,Normal,166000,12.019749091416921,1.5
FV,30.0,3180,Pave,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,7,2005,2005,MetalSd,MetalSd,None,0,3,PConc,4,3,No,Unf,0,Unf,600,600,5,Y,SBrkr,520,600,1200,2,4,4,0,0,Detchd,2005,RFn,2,3,Y,0,166,None,WD,Normal,151000,11.92504173829169,2.5
RL,44.0,9548,None,IR1,Lvl,CulDSac,CollgCr,1Fam,2Story,7,2003,2003,VinylSd,VinylSd,BrkFace,223,4,PConc,4,3,No,GLQ,483,Unf,458,941,5,Y,SBrkr,941,888,1829,3,4,7,1,3,Attchd,2003,RFn,2,3,Y,192,39,None,WD,Normal,237000,12.37581963951765,2.5
RL,100.0,10004,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,1964,1964,HdBoard,Plywood,BrkFace,180,3,CBlock,3,3,No,Rec,196,BLQ,975,1516,3,Y,SBrkr,1516,0,1516,3,3,6,0,0,Attchd,1964,RFn,2,3,Y,0,0,None,WD,Normal,167000,12.025755079404917,1.5
RL,75.0,7875,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1961,1961,VinylSd,VinylSd,BrkFace,136,3,CBlock,3,3,No,Rec,572,Unf,572,1144,4,Y,SBrkr,1144,0,1144,3,3,6,0,0,Attchd,1961,Unf,2,3,Y,0,0,GdWo,WD,Normal,139950,11.849047640327147,1.0
RL,60.0,9600,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,1950,1995,VinylSd,HdBoard,None,0,3,CBlock,4,3,No,BLQ,442,Unf,625,1067,3,Y,SBrkr,1067,0,1067,2,4,4,0,0,Attchd,1996,Unf,2,3,Y,290,0,None,WD,Normal,128000,11.759793355371237,2.0
RM,90.0,8100,Pave,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,1948,1973,VinylSd,VinylSd,None,0,3,BrkTil,3,3,No,Rec,338,Unf,1221,1559,4,Y,SBrkr,1559,0,1559,2,3,5,0,0,Detchd,1948,Unf,2,3,Y,0,116,GdWo,COD,Normal,153500,11.941462360646149,1.0
RM,21.0,1680,None,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,1973,1973,HdBoard,HdBoard,BrkFace,158,3,CBlock,3,3,No,BLQ,330,Unf,153,483,3,Y,SBrkr,483,504,987,2,3,5,0,0,Detchd,1973,Unf,1,3,Y,0,0,None,WD,Normal,100000,11.51293546492023,1.5
RL,75.0,9525,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,5,1995,2006,VinylSd,VinylSd,None,0,3,PConc,4,3,No,Unf,0,Unf,1099,1099,5,Y,SBrkr,1099,0,1099,3,4,6,0,0,Attchd,1999,Unf,1,3,Y,278,0,None,WD,Normal,144000,11.87757552297847,1.5
RL,70.0,11767,None,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,1946,1995,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,BLQ,352,Unf,416,768,5,Y,SBrkr,768,432,1200,3,3,6,0,0,Detchd,1946,Unf,1,3,Y,0,0,None,WD,Normal,130500,11.779136168550774,1.0
RH,60.0,12155,None,IR1,Lvl,Inside,SWISU,1Fam,2Story,6,1925,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,BLQ,156,Unf,516,672,3,N,SBrkr,810,672,1482,4,2,7,0,0,Detchd,1934,Unf,1,3,P,0,0,None,WD,Normal,140000,11.849404844423074,2.0
RM,60.0,10440,Grvl,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,1904,2002,MetalSd,MetalSd,None,0,3,PConc,3,3,No,Unf,0,Unf,650,650,4,Y,SBrkr,958,581,1539,3,4,8,1,1,Detchd,1983,Unf,2,4,P,70,78,None,WD,Normal,157500,11.967187086434018,2.0
RL,82.0,9020,None,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,1966,1966,HdBoard,HdBoard,BrkFace,183,3,CBlock,3,3,Gd,Rec,312,ALQ,276,1127,3,Y,SBrkr,1165,0,1165,3,3,6,0,0,Attchd,1966,RFn,2,4,Y,0,129,GdPrv,WD,Normal,174900,12.071975378543236,1.5
RL,80.0,8000,None,Reg,Lvl,Corner,NAmes,Duplex,1Story,5,1961,1961,BrkFace,BrkFace,None,0,3,CBlock,3,3,No,Unf,0,Unf,1800,1800,5,N,SBrkr,1800,0,1800,6,3,10,0,0,None,0,None,0,0,Y,0,0,None,WD,Normal,141000,11.856522261533737,2.0
RM,100.0,12665,Grvl,IR1,Lvl,Inside,OldTown,1Fam,1.5Fin,5,1915,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,Mn,Unf,0,Unf,876,876,4,Y,SBrkr,876,540,1416,4,3,7,1,4,Detchd,1949,Unf,3,3,Y,418,0,None,WD,Normal,153900,11.944064817531656,1.5
RL,71.0,16647,None,IR1,Lvl,CulDSac,Sawyer,1Fam,SFoyer,5,1975,1981,HdBoard,HdBoard,None,0,3,CBlock,4,3,Gd,ALQ,1390,Unf,0,1390,3,Y,SBrkr,1701,0,1701,3,3,6,2,3,Basment,1975,Fin,2,3,Y,0,0,None,WD,Normal,171000,12.049424683420915,2.0
RL,75.0,9317,None,Reg,Lvl,Inside,SawyerW,1Fam,2Story,7,1993,1993,HdBoard,HdBoard,BrkFace,137,4,PConc,4,3,No,ALQ,513,Unf,227,740,5,Y,SBrkr,1006,769,1775,3,4,7,1,3,Attchd,1993,Unf,2,3,Y,234,72,None,WD,Normal,213000,12.269052139516223,2.5
RL,36.0,15523,None,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,1972,1972,HdBoard,Plywood,None,0,3,CBlock,3,3,Av,BLQ,460,Unf,404,864,5,Y,SBrkr,864,0,864,3,3,5,1,2,Attchd,1972,Unf,1,3,Y,0,0,None,WD,Normal,133500,11.80186424743109,1.0
RL,75.0,45600,None,IR2,Bnk,Inside,ClearCr,1Fam,1.5Fin,6,1908,1997,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,3,No,Unf,0,Unf,907,907,3,Y,SBrkr,1307,1051,2358,5,3,10,1,4,Detchd,1908,Unf,2,2,Y,486,40,None,WD,Normal,240000,12.388398368982115,3.0
RL,80.0,9600,None,Reg,Lvl,FR2,Veenker,1Fam,SLvl,6,1976,1994,Plywood,Plywood,BrkFace,360,4,CBlock,3,3,No,Unf,0,Unf,528,528,5,Y,SBrkr,1094,761,1855,3,3,7,1,3,Attchd,1976,RFn,2,3,Y,113,100,None,WD,Normal,187000,12.138869243416009,2.5
RM,36.0,4435,None,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,170,4,PConc,4,3,Av,GLQ,659,Unf,189,848,5,Y,SBrkr,848,0,848,1,4,3,0,0,Attchd,2003,Fin,2,3,Y,140,0,None,WD,Normal,131500,11.78676973513378,1.0
RL,43.0,3196,None,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,8,2003,2003,VinylSd,VinylSd,BrkFace,40,4,PConc,4,3,Gd,Unf,0,Unf,1273,1273,5,Y,SBrkr,1456,0,1456,2,4,7,1,3,Attchd,2003,Fin,2,3,Y,143,20,None,WD,Normal,215000,12.278397958261774,2.0
RL,53.0,7128,None,Reg,Lvl,Inside,Crawfor,1Fam,2.5Unf,7,1941,1950,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,364,Unf,554,918,4,Y,SBrkr,918,728,1646,4,3,7,2,4,Detchd,1941,Unf,1,3,Y,0,0,MnPrv,WD,Normal,164000,12.00762780434872,2.0
RL,73.0,12095,None,IR1,Lvl,Corner,NAmes,1Fam,SLvl,6,1964,1964,MetalSd,HdBoard,BrkFace,115,3,CBlock,3,3,Gd,Rec,564,Unf,563,1127,3,Y,SBrkr,1445,0,1445,3,3,7,1,2,Attchd,1964,RFn,2,3,Y,180,0,MnPrv,WD,Normal,158000,11.970356641102999,1.5
RL,102.0,17920,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,1955,1974,Wd Sdng,Plywood,None,0,3,CBlock,3,3,Mn,ALQ,306,Rec,372,1763,3,Y,SBrkr,1779,0,1779,3,3,6,1,4,Attchd,1955,Unf,2,3,Y,0,418,None,WD,Abnorml,170000,12.04355959836804,1.5
RL,71.0,6897,None,IR1,Lvl,Corner,Sawyer,1Fam,1Story,5,1962,2010,HdBoard,HdBoard,None,0,3,CBlock,3,3,No,ALQ,659,Unf,381,1040,5,Y,SBrkr,1040,0,1040,3,3,6,0,0,Detchd,1962,Unf,1,3,Y,0,104,None,WD,Normal,127000,11.751950239425476,1.5
RL,70.0,10970,None,IR1,Low,Inside,CollgCr,1Fam,SLvl,6,1978,1978,Plywood,HdBoard,None,0,3,CBlock,4,4,Gd,GLQ,505,LwQ,0,940,3,Y,SBrkr,1026,0,1026,3,3,5,0,0,Detchd,1981,Unf,2,3,Y,0,0,MnPrv,WD,Normal,147000,11.898194668458823,1.0
RL,65.0,8125,None,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,1994,1995,HdBoard,HdBoard,None,0,3,PConc,4,3,No,Unf,0,Unf,702,702,4,Y,SBrkr,702,779,1481,3,3,6,1,3,Attchd,1994,Fin,2,3,Y,0,36,None,WD,Normal,174000,12.066816325306588,2.5
RL,80.0,10400,None,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,1976,1976,HdBoard,HdBoard,BrkFace,189,3,CBlock,4,3,No,Unf,0,Unf,1090,1090,3,Y,SBrkr,1370,0,1370,3,3,6,1,3,Attchd,1976,RFn,2,3,Y,0,0,MnPrv,WD,Family,152000,11.931642378754141,2.0
RL,80.0,11029,None,IR1,Lvl,Corner,NWAmes,1Fam,2Story,6,1968,1984,HdBoard,HdBoard,BrkFace,220,3,CBlock,3,3,Mn,BLQ,619,Unf,435,1054,3,Y,SBrkr,1512,1142,2654,4,4,9,1,4,Attchd,1968,Unf,2,3,Y,0,65,None,WD,Normal,250000,12.429220196836383,2.5
RL,55.0,7642,None,Reg,Lvl,Corner,Crawfor,1Fam,1.5Fin,7,1918,1998,Wd Sdng,Wd Sdng,None,0,4,BrkTil,3,3,No,Unf,0,Unf,912,912,4,Y,SBrkr,912,514,1426,3,4,7,1,4,Detchd,1925,Unf,1,3,Y,0,240,GdPrv,WD,Normal,189950,12.154521423145216,1.5
RL,75.0,11625,None,Reg,Lvl,Inside,Sawyer,2fmCon,1Story,5,1965,1965,Plywood,HdBoard,None,0,3,PConc,3,3,Mn,BLQ,841,Unf,198,1039,5,Y,SBrkr,1039,0,1039,3,3,6,0,0,Attchd,1965,Unf,2,3,Y,0,0,None,WD,Normal,131500,11.78676973513378,1.5
RL,81.0,9672,None,Reg,Lvl,Corner,SawyerW,1Fam,1Story,6,1984,1985,HdBoard,Plywood,None,0,3,PConc,4,3,No,GLQ,338,Unf,702,1040,3,Y,SBrkr,1097,0,1097,3,3,6,0,0,Attchd,1986,Unf,2,3,Y,0,0,GdPrv,WD,Normal,152000,11.931642378754141,2.0
RL,70.0,7931,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1959,1959,BrkFace,Plywood,None,0,3,CBlock,3,3,No,BLQ,1148,Unf,0,1148,3,Y,SBrkr,1148,0,1148,3,3,6,0,0,Attchd,1959,Unf,1,3,Y,0,0,GdPrv,WD,Normal,132500,11.794345471549745,1.0
FV,72.0,8640,None,Reg,Lvl,Inside,Somerst,1Fam,1Story,7,2007,2008,VinylSd,VinylSd,None,0,4,PConc,5,3,No,Unf,0,Unf,1372,1372,5,Y,SBrkr,1372,0,1372,3,4,6,0,0,Attchd,2008,Fin,2,3,Y,0,140,None,New,Partial,250580,12.43153750053306,2.0
RL,73.0,8750,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,1970,1970,MetalSd,MetalSd,BrkFace,76,3,CBlock,3,3,No,BLQ,828,Unf,174,1002,3,Y,SBrkr,1002,0,1002,3,3,5,0,0,Detchd,1973,Unf,2,3,Y,0,0,MnPrv,WD,Normal,148500,11.908346971208951,1.0
RL,67.0,10656,None,IR1,HLS,Inside,Timber,1Fam,1Story,8,2006,2007,VinylSd,VinylSd,Stone,274,4,PConc,4,3,Av,Unf,0,Unf,1638,1638,5,Y,SBrkr,1646,0,1646,3,4,6,1,4,Attchd,2007,RFn,3,3,Y,192,80,None,New,Partial,248900,12.424810506025395,2.0
RL,85.0,6970,None,Reg,Lvl,Corner,Sawyer,1Fam,1Story,4,1961,1961,VinylSd,VinylSd,None,0,3,CBlock,3,3,No,ALQ,932,Unf,108,1040,3,Y,SBrkr,1120,0,1120,3,2,5,0,0,Attchd,1961,RFn,2,3,Y,168,0,None,WD,Normal,129000,11.767575435251748,1.5
RL,65.0,14762,None,IR2,Lvl,Corner,Gilbert,1Fam,2Story,5,1948,1950,Plywood,Plywood,None,0,3,Slab,0,0,None,None,0,None,0,0,4,Y,SBrkr,1547,720,2320,2,3,7,1,3,Attchd,1979,Unf,2,3,P,120,144,None,WD,Normal,169000,12.037659911047468,2.0
RL,80.0,9938,None,Reg,Lvl,Inside,SawyerW,1Fam,2Story,7,1993,1994,MetalSd,MetalSd,BrkFace,246,4,PConc,4,3,No,GLQ,750,Unf,300,1050,5,Y,SBrkr,1062,887,1949,3,4,8,1,3,Attchd,1993,Fin,2,3,Y,156,90,GdPrv,WD,Normal,236000,12.371591321286905,2.5
RL,60.0,6600,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1962,1962,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Unf,0,Unf,894,894,4,N,SBrkr,894,0,894,2,3,5,0,0,Detchd,1962,Unf,1,3,Y,0,0,None,WD,Normal,109500,11.603688960617083,1.0
RL,70.0,8750,None,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,1998,1998,VinylSd,VinylSd,BrkFace,116,3,PConc,4,3,No,GLQ,505,Unf,299,804,5,Y,SBrkr,804,878,1682,3,4,7,0,0,Attchd,1998,RFn,2,3,Y,0,77,None,WD,Normal,200500,12.208574513247495,2.5
RL,74.0,8892,None,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,1953,1996,WdShing,Wd Shng,None,0,4,Stone,3,3,Av,Unf,0,Unf,105,105,4,Y,SBrkr,910,0,910,3,4,5,0,0,Attchd,1953,Unf,2,3,Y,196,0,GdWo,WD,Normal,116000,11.661354090741,1.0
RL,60.0,12144,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1949,1950,HdBoard,HdBoard,None,0,4,CBlock,3,3,No,Rec,375,Unf,457,832,4,Y,SBrkr,1036,0,1268,3,3,6,1,4,Attchd,1949,Unf,1,3,Y,0,28,None,WD,Normal,133000,11.798111925972618,1.0
RM,52.0,5720,None,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,1941,1950,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,Unf,0,Unf,676,676,5,Y,SBrkr,676,455,1131,3,3,5,0,0,Detchd,1941,Unf,1,3,Y,26,0,None,WD,Abnorml,66500,11.104972264124868,1.5
FV,75.0,9000,None,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,2007,2007,CemntBd,CmentBd,None,0,4,PConc,4,3,Av,GLQ,64,Unf,1120,1184,5,Y,SBrkr,1184,1426,2610,4,5,11,1,4,BuiltIn,2007,Fin,2,3,Y,208,364,None,New,Partial,303477,12.623064399210183,2.5
RL,94.0,25286,None,Reg,HLS,Inside,Mitchel,1Fam,1Story,4,1963,1963,HdBoard,Plywood,None,0,3,PConc,3,3,Gd,ALQ,633,Unf,431,1064,4,Y,SBrkr,1040,0,1040,3,3,5,0,0,Attchd,1963,Unf,2,3,Y,0,0,None,WD,Normal,132250,11.792456911128632,1.0
RL,74.0,8834,None,Reg,Lvl,Inside,NridgHt,1Fam,2Story,9,2004,2005,VinylSd,VinylSd,Stone,216,4,PConc,5,3,No,GLQ,1170,Unf,292,1462,5,Y,SBrkr,1462,762,2224,4,5,10,1,4,Attchd,2004,Fin,3,3,Y,184,0,None,WD,Normal,350000,12.765691290604371,2.5
RL,88.0,11782,None,IR1,Lvl,Inside,Sawyer,1Fam,SFoyer,5,1961,1995,HdBoard,HdBoard,None,0,3,CBlock,3,3,Av,ALQ,899,Unf,210,1109,3,Y,SBrkr,1155,0,1155,3,4,6,0,0,Detchd,1987,Unf,2,3,Y,192,0,MnPrv,WD,Normal,148000,11.904974309480181,1.0
